33, 5, 40, 78, 25, 90, 92, 30
3, 70, 71, 76, 82, 86, 55, 25
67, 68, 44, 46, 53, 55, 85, 31
32, 1, 35, 9, 43, 83, 52, 63
67, 69, 39, 91, 85, 87, 59, 95
0, 86, 70, 80, 17, 22, 25, 28
96, 59, 8, 11, 20, 58, 91, 63
65, 9, 11, 12, 15, 20, 22, 92
36, 6, 75, 44, 14, 46, 54, 60
3, 38, 7, 92, 15, 16, 86, 60
34, 38, 75, 13, 53, 24, 59, 30
6, 7, 75, 46, 20, 23, 89, 29
96, 71, 72, 42, 7, 81, 22, 55
66, 10, 47, 84, 57, 23, 89, 30
33, 35, 36, 8, 45, 17, 19, 21
38, 70, 7, 40, 9, 49, 21, 94
68, 9, 74, 18, 83, 84, 41, 42
98, 5, 38, 44, 14, 49, 87, 57
16, 77, 48, 86, 56, 28, 94, 63
70, 75, 14, 24, 20, 46, 23, 56
37, 6, 7, 11, 80, 19, 88, 58
66, 69, 14, 15, 53, 22, 89, 60
98, 5, 7, 12, 47, 82, 21, 62
32, 97, 19, 11, 13, 51, 27, 94
70, 10, 45, 29, 19, 88, 89, 93
0, 1, 67, 68, 5, 75, 79, 82
65, 36, 69, 38, 73, 45, 46, 93
64, 60, 75, 76, 77, 23, 28, 93
36, 5, 39, 18, 88, 90, 27, 94
65, 66, 70, 74, 11, 82, 24, 57
0, 96, 73, 10, 13, 79, 50, 54
65, 2, 36, 39, 40, 50, 61, 95
3, 69, 71, 72, 78, 49, 84, 23
0, 65, 68, 37, 74, 14, 83, 92
96, 66, 41, 10, 78, 88, 93, 62
96, 64, 98, 3, 77, 14, 81, 62
97, 71, 8, 14, 52, 26, 28, 31
96, 33, 41, 45, 78, 48, 20, 95
69, 9, 10, 76, 77, 15, 17, 26
99, 68, 79, 49, 54, 4, 28, 31
0, 67, 15, 80, 85, 87, 93, 31
34, 99, 37, 98, 16, 53, 60, 61
97, 80, 12, 79, 16, 82, 52, 55
64, 65, 3, 70, 77, 85, 57, 94
96, 2, 8, 74, 17, 82, 86, 59
37, 73, 14, 24, 57, 26, 58, 69
97, 2, 11, 8, 83, 76, 19, 26
98, 74, 83, 13, 81, 51, 22, 58
99, 37, 71, 78, 18, 57, 90, 91
32, 69, 39, 15, 17, 51, 54, 79
64, 99, 51, 52, 86, 57, 30, 31
64, 97, 47, 49, 50, 94, 23, 62
66, 3, 36, 72, 42, 80, 50, 95
2, 67, 41, 10, 79, 84, 21, 54
98, 81, 39, 8, 49, 53, 59, 30
1, 2, 69, 12, 42, 76, 56, 62
66, 99, 71, 18, 19, 55, 90, 62
43, 45, 13, 48, 17, 50, 87, 29
6, 73, 45, 47, 80, 20, 89, 95
64, 4, 6, 70, 10, 44, 85, 54
99, 8, 41, 76, 85, 9, 27, 21
72, 41, 79, 81, 85, 88, 91, 31
64, 51, 34, 35, 83, 22, 55, 56
64, 66, 3, 6, 18, 67, 84, 92
51, 59, 43, 50, 35, 27, 62, 63
33, 68, 7, 43, 76, 26, 29, 31
34, 13, 81, 52, 21, 56, 29, 63
2, 4, 40, 84, 53, 25, 90, 63
96, 33, 2, 65, 39, 16, 25, 71
32, 4, 38, 45, 49, 21, 55, 26
1, 5, 43, 15, 19, 24, 59, 29
32, 1, 68, 12, 48, 83, 56, 36
32, 73, 12, 79, 52, 86, 87, 61
97, 72, 75, 45, 88, 26, 58, 30
33, 44, 47, 16, 89, 92, 29, 94
8, 73, 10, 11, 19, 25, 90, 27
1, 91, 38, 65, 46, 55, 27, 60
98, 35, 38, 91, 43, 18, 99, 27
0, 32, 34, 37, 98, 48, 89, 93
39, 72, 42, 49, 53, 25, 61, 30
5, 40, 42, 20, 52, 58, 93, 95
66, 35, 12, 47, 84, 85, 54, 61
1, 42, 44, 22, 88, 25, 90, 29
33, 3, 71, 46, 47, 16, 62, 94
32, 67, 13, 16, 81, 53, 90, 63
2, 4, 40, 43, 81, 59, 60, 61
1, 5, 72, 9, 44, 50, 18, 91
99, 4, 40, 17, 72, 57, 92, 95
34, 73, 82, 20, 24, 28, 61, 95
97, 74, 11, 13, 78, 21, 24, 58
0, 67, 75, 48, 82, 84, 56, 28
4, 6, 76, 77, 93, 48, 86, 61
0, 97, 33, 7, 9, 74, 87, 63
34, 91, 40, 78, 80, 24, 26, 27
51, 74, 43, 15, 18, 83, 23, 28
4, 37, 80, 52, 87, 88, 58, 31
34, 35, 68, 37, 6, 12, 44, 30
36, 73, 42, 46, 51, 23, 89, 92
35, 22, 41, 77, 78, 47, 17, 54
39, 41, 77, 48, 50, 87, 56, 60
