133, 59
67, 102
27, 109
11, 148
74, 136
59, 179
147, 127
98, 158
29, 170
11, 124
162, 142
6, 141
8, 63
16, 161
32, 82
93, 46
49, 72
104, 164
78, 79
12, 97
140, 84
68, 3
134, 87
169, 124
81, 50
175, 20
7, 37
84, 74
120, 123
178, 64
43, 176
39, 32
21, 169
27, 138
91, 6
49, 101
138, 164
55, 157
116, 28
82, 135
110, 122
36, 9
51, 106
122, 161
52, 128
130, 9
83, 23
39, 122
176, 156
68, 82
76, 63
84, 38
39, 96
43, 97
161, 104
132, 2
168, 11
138, 104
113, 178
142, 120
75, 137
116, 106
175, 53
76, 153
143, 140
15, 88
93, 81
161, 101
29, 141
6, 7
47, 2
151, 127
59, 164
75, 158
157, 23
118, 117
144, 167
79, 19
87, 168
87, 71
113, 169
65, 61
60, 75
61, 75
24, 51
175, 38
49, 176
150, 56
68, 58
42, 70
64, 112
17, 76
155, 47
100, 24
48, 159
163, 53
132, 33
65, 171
166, 83
28, 15
4, 80
167, 152
139, 83
106, 8
170, 87
70, 120
122, 36
110, 140
169, 61
16, 28
119, 98
118, 65
80, 111
48, 45
133, 122
24, 105
91, 9
93, 171
31, 73
70, 111
37, 29
50, 166
151, 94
60, 0
121, 110
136, 11
73, 163
81, 131
141, 64
147, 44
94, 38
6, 86
64, 162
19, 140
152, 95
3, 29
167, 144
131, 141
39, 83
23, 65
8, 90
121, 83
133, 127
30, 74
20, 174
4, 77
36, 162
118, 168
1, 67
176, 10
77, 119
29, 123
82, 78
116, 140
1, 58
46, 5
98, 178
58, 2
102, 39
82, 0
3, 39
110, 167
172, 37
48, 151
31, 46
131, 52
8, 81
35, 174
170, 103
107, 46
9, 43
158, 160
18, 6
151, 111
54, 68
86, 60
9, 30
71, 173
140, 153
5, 129
23, 116
82, 95
6, 22
70, 86
161, 48
46, 24
155, 84
59, 170
83, 8
173, 46
9, 166
171, 21
79, 82
52, 42
83, 34
32, 66
148, 7
121, 157
37, 105
90, 76
137, 15
36, 162
10, 142
79, 53
67, 116
21, 157
55, 162
48, 65
32, 8
68, 82
93, 98
77, 75
103, 49
83, 52
68, 48
86, 138
60, 115
125, 65
77, 139
107, 77
90, 67
163, 33
9, 27
54, 152
31, 57
138, 108
102, 32
26, 161
175, 49
86, 135
