102, 19
136, 60
46, 81
170, 44
58, 72
116, 36
34, 0
112, 185
16, 89
0, 82
102, 35
142, 94
12, 105
63, 102
170, 25
172, 158
84, 67
112, 47
8, 156
154, 147
50, 63
143, 20
146, 4
184, 186
28, 118
192, 129
80, 193
32, 64
143, 46
71, 105
22, 193
48, 126
69, 77
87, 147
92, 2
116, 53
100, 192
20, 121
164, 37
144, 71
191, 49
105, 149
0, 21
179, 80
18, 138
132, 41
72, 169
154, 51
6, 13
31, 147
50, 148
64, 153
73, 170
7, 30
126, 145
72, 45
53, 121
189, 18
94, 59
30, 76
181, 102
147, 120
89, 86
11, 196
75, 5
88, 124
182, 101
83, 168
156, 37
189, 196
24, 171
59, 138
196, 163
80, 157
54, 44
60, 192
86, 154
46, 31
59, 157
40, 189
95, 133
134, 60
77, 17
78, 17
77, 161
138, 89
169, 151
37, 39
132, 160
197, 132
162, 16
182, 182
96, 95
104, 136
114, 154
152, 158
13, 111
177, 162
192, 11
194, 164
164, 60
39, 125
45, 29
107, 53
50, 176
73, 154
137, 183
56, 153
145, 85
56, 73
13, 43
165, 178
167, 168
174, 161
110, 19
102, 75
90, 59
45, 94
96, 86
30, 48
150, 23
133, 163
176, 173
90, 191
115, 29
121, 84
189, 152
150, 116
190, 1
104, 28
130, 31
20, 177
177, 176
191, 131
179, 194
16, 119
99, 21
88, 151
166, 161
125, 56
111, 123
160, 108
53, 149
35, 77
16, 97
69, 82
149, 76
95, 71
192, 159
76, 118
134, 146
71, 129
108, 129
37, 96
147, 82
77, 80
40, 174
39, 32
114, 165
178, 44
167, 72
178, 21
1, 5
110, 179
184, 65
45, 80
173, 24
55, 168
148, 180
1, 67
75, 182
38, 156
47, 45
110, 30
106, 172
71, 153
92, 87
120, 72
77, 91
89, 161
53, 99
36, 153
149, 124
43, 34
30, 127
49, 128
50, 115
178, 157
44, 41
71, 95
35, 25
142, 170
92, 100
186, 49
32, 68
141, 126
113, 184
13, 78
51, 89
28, 75
33, 104
110, 16
138, 167
15, 15
119, 40
162, 49
36, 90
47, 189
149, 11
21, 38
185, 20
72, 52
36, 115
188, 6
152, 70
115, 45
84, 9
5, 76
80, 64
114, 139
124, 61
163, 113
17, 39
5, 78
58, 47
82, 26
57, 165
158, 197
112, 131
21, 107
148, 50
137, 107
127, 6
95, 69
40, 164
111, 135
156, 8
172, 24
194, 116
99, 130
28, 40
133, 1
139, 119
128, 116
146, 183
63, 179
6, 152
89, 172
125, 92
135, 139
83, 96
189, 73
154, 56
121, 121
172, 104
176, 69
186, 190
139, 112
97, 128
192, 54
37, 28
179, 160
3, 116
133, 98
98, 171
5, 15
158, 25
58, 5
89, 135
181, 145
87, 166
35, 185
55, 47
108, 4
122, 138
85, 179
99, 62
167, 75
103, 21
199, 167
55, 144
194, 53
168, 27
182, 12
44, 172
126, 83
115, 149
51, 5
175, 164
68, 172
185, 175
86, 131
131, 97
9, 191
39, 15
70, 83
102, 150
67, 137
116, 63
9, 13
184, 9
19, 2
41, 115
127, 164
68, 36
48, 122
131, 125
12, 31
32, 196
153, 88
184, 29
145, 37
172, 148
18, 64
158, 195
27, 179
121, 101
169, 9
154, 107
196, 150
158, 81
168, 197
143, 59
135, 37
114, 48
156, 62
151, 17
139, 133
5, 87
137, 54
2, 47
91, 162
27, 186
59, 30
43, 138
125, 160
37, 109
191, 188
177, 132
179, 55
78, 0
170, 99
165, 140
79, 40
160, 67
30, 16
108, 111
104, 6
79, 72
86, 14
2, 124
62, 198
54, 22
49, 33
164, 25
101, 178
3, 158
1, 177
129, 111
123, 88
87, 50
33, 20
36, 92
72, 102
106, 99
142, 60
94, 45
161, 184
13, 71
10, 115
191, 132
127, 150
70, 32
63, 185
181, 114
144, 44
52, 187
181, 20
81, 176
43, 182
129, 166
38, 108
70, 112
64, 3
97, 154
129, 91
91, 143
21, 2
126, 173
166, 19
148, 34
125, 108
69, 177
95, 100
92, 143
86, 126
155, 180
1, 79
153, 1
180, 144
162, 146
190, 16
21, 163
171, 79
147, 90
186, 101
96, 122
170, 122
115, 104
104, 6
127, 175
128, 168
132, 95
6, 51
80, 75
196, 35
18, 103
82, 174
20, 126
63, 173
177, 152
19, 129
62, 7
41, 69
15, 121
185, 103
0, 38
171, 62
185, 176
31, 55
101, 74
161, 106
193, 8
51, 157
51, 104
196, 13
40, 134
29, 90
7, 103
133, 11
103, 155
122, 156
31, 166
128, 82
60, 33
23, 68
18, 148
150, 125
60, 183
25, 83
8, 148
54, 151
96, 3
52, 145
9, 13
168, 2
69, 76
186, 137
176, 50
25, 96
75, 130
38, 112
119, 182
140, 65
4, 92
83, 3
111, 63
55, 141
62, 67
163, 15
160, 162
2, 84
70, 109
83, 8
3, 66
85, 51
19, 137
118, 33
142, 177
149, 190
41, 14
64, 110
49, 119
99, 190
157, 185
107, 46
75, 131
39, 17
175, 58
139, 150
167, 62
100, 68
11, 71
16, 39
118, 102
7, 170
62, 91
68, 24
166, 181
43, 70
120, 50
49, 171
129, 132
76, 156
20, 198
151, 57
0, 114
67, 39
10, 134
81, 199
195, 133
58, 127
134, 142
44, 97
27, 18
155, 43
17, 19
67, 189
53, 110
198, 38
175, 146
112, 12
44, 133
175, 68
128, 65
138, 7
4, 188
152, 77
119, 35
108, 55
160, 7
57, 160
169, 167
159, 58
141, 95
176, 87
74, 139
41, 107
2, 41
79, 63
126, 106
148, 125
118, 134
145, 167
82, 194
35, 27
9, 136
198, 88
25, 118
163, 141
45, 136
8, 88
161, 36
91, 96
82, 52
144, 120
65, 92
116, 86
137, 23
91, 87
26, 192
136, 33
100, 140
15, 46
171, 73
150, 41
8, 111
76, 188
87, 48
187, 124
65, 137
11, 142
107, 170
124, 8
60, 184
153, 152
23, 144
3, 53
29, 128
122, 128
151, 145
47, 175
88, 90
183, 27
178, 18
145, 9
140, 69
152, 183
193, 178
173, 105
132, 0
164, 57
131, 169
90, 80
84, 113
57, 186
48, 181
54, 30
73, 57
17, 194
26, 73
193, 85
19, 195
29, 3
197, 94
14, 184
168, 162
183, 192
47, 127
23, 28
97, 142
183, 1
169, 74
15, 65
105, 181
193, 178
97, 40
67, 127
156, 149
188, 51
33, 43
76, 58
188, 193
22, 55
113, 70
174, 10
103, 117
183, 22
34, 186
180, 110
195, 198
136, 112
90, 43
88, 18
135, 110
23, 196
166, 169
155, 22
182, 99
173, 191
157, 193
74, 23
121, 36
6, 29
109, 23
138, 175
24, 35
25, 91
198, 100
101, 114
31, 77
38, 31
100, 38
29, 158
161, 166
28, 79
162, 26
46, 100
109, 103
111, 32
103, 135
61, 169
14, 70
130, 86
105, 28
131, 49
68, 54
73, 0
65, 114
17, 155
107, 83
124, 155
94, 54
165, 189
24, 58
157, 10
117, 108
22, 142
153, 139
190, 181
65, 143
124, 97
157, 84
33, 165
66, 191
146, 89
